,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Length,tokenized,tokenized_unlist,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,label,Reviews_pos_tags,Label_tags
19004,1078,39,Slipped on the slip,"Slipped on the slip I love designs that are flowy/drapey in the front, so this hits the mark when tied in the back. has lots of visual interest. but i agree with the other reviewers.. the slip is super small. dress fits true to size, if not a bit large but the slip is one full size smaller. and you must wear a slip. overall, i'm pleased with the look.",4,1,4,General,Dresses,Dresses,353,"['slipped', 'slip', 'love', 'designs', 'flowy', 'drapey', 'front', 'hits', 'mark', 'tied', 'back', 'lots', 'visual', 'interest', 'agree', 'reviewers', 'slip', 'super', 'small', 'dress', 'fits', 'true', 'size', 'bit', 'large', 'slip', 'one', 'full', 'size', 'smaller', 'must', 'wear', 'slip', 'overall', 'pleased', 'look']",slipped slip love designs flowy drapey front hits mark tied back lots visual interest agree reviewers slip super small dress fits true size bit large slip one full size smaller must wear slip overall pleased look,0.9601,0.609,0.0,0.391,Positive,1,"[('slipped', 'VBD'), ('slip', 'NN'), ('love', 'NN'), ('designs', 'VBZ'), ('flowy/drapey', 'JJ'), ('front', 'JJ'), ('hits', 'NNS'), ('mark', 'NN'), ('tied', 'VBN'), ('back', 'RB'), ('lots', 'JJ'), ('visual', 'JJ'), ('interest', 'NN'), ('agree', 'NN'), ('reviewers..', 'NN'), ('slip', 'NN'), ('super', 'IN'), ('small', 'JJ'), ('dress', 'NN'), ('fits', 'NNS'), ('true', 'JJ'), ('size', 'NN'), ('bit', 'NN'), ('large', 'JJ'), ('slip', 'NN'), ('one', 'CD'), ('full', 'JJ'), ('size', 'NN'), ('smaller', 'JJR'), ('must', 'MD'), ('wear', 'VB'), ('slip', 'NN'), ('overall', 'JJ'), (""'m"", 'VBP'), ('pleased', 'JJ'), ('look', 'NN')]","['slip love flowy/drapey front', 'love flowy/drapey', 'lots visual', 'agree reviewers..', 'slip small', 'dress true', 'slip full', 'size smaller', 'pleased look']"
19006,1078,33,Interesting,"Interesting This dress did end up working out for me. however i am very narrow in my chest and shoulders and i can see how it would be too tight on anyone with a med-lrg chest and/or broad shoulders. the fabric is light weight, nice for summer. it will need to be ironed and will wrinkle easily but it still looks well made to me. the slip is smaller than the dress but i feel that the dress is supposed to be ""drapey"". i kept it.",4,0,3,General,Dresses,Dresses,430,"['interesting', 'dress', 'end', 'working', 'however', 'narrow', 'chest', 'shoulders', 'see', 'would', 'tight', 'anyone', 'med', 'lrg', 'chest', 'broad', 'shoulders', 'fabric', 'light', 'weight', 'nice', 'summer', 'need', 'ironed', 'wrinkle', 'easily', 'still', 'looks', 'well', 'made', 'slip', 'smaller', 'dress', 'feel', 'dress', 'supposed', 'drapey', 'kept']",interesting dress end working however narrow chest shoulders see would tight anyone med lrg chest broad shoulders fabric light weight nice summer need ironed wrinkle easily still looks well made slip smaller dress feel dress supposed drapey kept,0.8402,0.773,0.0,0.227,Positive,1,"[('interesting', 'VBG'), ('dress', 'JJ'), ('end', 'NN'), ('working', 'VBG'), ('however', 'RB'), ('narrow', 'JJ'), ('chest', 'JJS'), ('shoulders', 'NNS'), ('see', 'VBP'), ('would', 'MD'), ('tight', 'VB'), ('anyone', 'NN'), ('med-lrg', 'JJ'), ('chest', 'NN'), ('and/or', 'NN'), ('broad', 'JJ'), ('shoulders', 'NNS'), ('fabric', 'JJ'), ('light', 'JJ'), ('weight', 'NN'), ('nice', 'JJ'), ('summer', 'NN'), ('need', 'NN'), ('ironed', 'VBD'), ('wrinkle', 'WP'), ('easily', 'RB'), ('still', 'RB'), ('looks', 'VBZ'), ('well', 'RB'), ('made', 'VBN'), ('slip', 'NN'), ('smaller', 'JJR'), ('dress', 'NN'), ('feel', 'NN'), ('dress', 'NN'), ('supposed', 'VBD'), ('``', '``'), ('drapey', 'NN'), (""''"", ""''""), ('kept', 'VBD')]","['dress end', 'narrow chest shoulders', 'anyone med-lrg', 'chest and/or broad', 'fabric light', 'weight nice', 'slip smaller']"
19015,1078,72, ,"  This dress is perfect for my florida lifestyle because of the fabric and the design. it is not the color pictured on the web page which was a disappointment. the color is a lot duller. i tried it on in the store and found it to be tight across the chest, another lady who also tried it had the same problem. i went home and ordered a larger size. that dress was baggy and not as cute in the back. i realized because of the under slip it could be left open to the waist and work just fine. i ended up",4,1,1,General,Dresses,Dresses,501,"['dress', 'perfect', 'florida', 'lifestyle', 'fabric', 'design', 'color', 'pictured', 'web', 'page', 'disappointment', 'color', 'lot', 'duller', 'tried', 'store', 'found', 'tight', 'across', 'chest', 'another', 'lady', 'also', 'tried', 'problem', 'went', 'home', 'ordered', 'larger', 'size', 'dress', 'baggy', 'cute', 'back', 'realized', 'slip', 'could', 'left', 'open', 'waist', 'work', 'fine', 'ended']",dress perfect florida lifestyle fabric design color pictured web page disappointment color lot duller tried store found tight across chest another lady also tried problem went home ordered larger size dress baggy cute back realized slip could left open waist work fine ended,-0.0516,0.683,0.161,0.157,Negative,0,"[('dress', 'NN'), ('perfect', 'NN'), ('florida', 'NN'), ('lifestyle', 'JJ'), ('fabric', 'NN'), ('design', 'NN'), ('color', 'NN'), ('pictured', 'VBD'), ('web', 'JJ'), ('page', 'NN'), ('disappointment', 'NN'), ('color', 'NN'), ('lot', 'NN'), ('duller', 'NN'), ('tried', 'VBD'), ('store', 'NN'), ('found', 'VBD'), ('tight', 'JJ'), ('across', 'IN'), ('chest', 'JJS'), ('another', 'DT'), ('lady', 'NN'), ('also', 'RB'), ('tried', 'VBD'), ('problem', 'NN'), ('went', 'VBD'), ('home', 'RB'), ('ordered', 'VBN'), ('larger', 'JJR'), ('size', 'NN'), ('dress', 'NN'), ('baggy', 'IN'), ('cute', 'NN'), ('back', 'RB'), ('realized', 'VBN'), ('slip', 'NN'), ('could', 'MD'), ('left', 'VB'), ('open', 'JJ'), ('waist', 'NN'), ('work', 'NN'), ('fine', 'NN'), ('ended', 'VBD')]","['perfect florida lifestyle', 'fabric design', 'color web', 'store tight', 'home ordered larger', 'dress cute', 'open waist work']"
19096,1078,31,Cute but . . .,"Cute but . . . This dress is adorable. the color is on the red orange side and is nice for the summer. the cotton is also nice and light. however, the bust is cut short and the skirt is unforgiving to girls with hips. if you have b/c cup or less and do not have an hour glass figure then this dress may be for you.",3,1,0,General Petite,Dresses,Dresses,314,"['cute', 'dress', 'adorable', 'color', 'red', 'orange', 'side', 'nice', 'summer', 'cotton', 'also', 'nice', 'light', 'however', 'bust', 'cut', 'short', 'skirt', 'unforgiving', 'girls', 'hips', 'cup', 'less', 'hour', 'glass', 'figure', 'dress', 'may']",cute dress adorable color red orange side nice summer cotton also nice light however bust cut short skirt unforgiving girls hips cup less hour glass figure dress may,0.8658,0.623,0.057,0.32,Positive,1,"[('cute', 'NN'), ('dress', 'NN'), ('adorable', 'JJ'), ('color', 'NN'), ('red', 'JJ'), ('orange', 'NN'), ('side', 'NN'), ('nice', 'JJ'), ('summer', 'NN'), ('cotton', 'NN'), ('also', 'RB'), ('nice', 'JJ'), ('light', 'NN'), ('however', 'RB'), ('bust', 'JJ'), ('cut', 'VBN'), ('short', 'JJ'), ('skirt', 'NN'), ('unforgiving', 'JJ'), ('girls', 'NNS'), ('hips', 'NNS'), ('b/c', 'VBP'), ('cup', 'NN'), ('less', 'JJR'), ('hour', 'NN'), ('glass', 'NN'), ('figure', 'NN'), ('dress', 'NN'), ('may', 'MD')]","['dress adorable', 'color red', 'orange side nice', 'cotton also nice', 'however bust', 'short skirt unforgiving girls', 'skirt unforgiving', 'b/c cup']"
19097,1078,28,Faulty zipper problem,"Faulty zipper problem I ordered not one but two sizes of this dress to try on and was hoping to ultimately wear to an event - one 00 petite, one 00. the style, color and cut are all perfect. one not so minor downfall, however. the zippers on both dresses were faulty - they both broke in the same spot, both during the first time just trying them on. i can't get either of them to even budge now - will either need to take back or get fixed. very sad about this.",2,0,22,General Petite,Dresses,Dresses,462,"['faulty', 'zipper', 'problem', 'ordered', 'one', 'two', 'sizes', 'dress', 'try', 'hoping', 'ultimately', 'wear', 'event', 'one', 'petite', 'one', 'style', 'color', 'cut', 'perfect', 'one', 'minor', 'downfall', 'however', 'zippers', 'dresses', 'faulty', 'broke', 'spot', 'first', 'time', 'trying', 'get', 'either', 'even', 'budge', 'either', 'need', 'take', 'back', 'get', 'fixed', 'sad']",faulty zipper problem ordered one two sizes dress try hoping ultimately wear event one petite one style color cut perfect one minor downfall however zippers dresses faulty broke spot first time trying get either even budge either need take back get fixed sad,-0.7783,0.616,0.269,0.114,Negative,0,"[('faulty', 'NN'), ('zipper', 'NN'), ('problem', 'NN'), ('ordered', 'VBD'), ('one', 'CD'), ('two', 'CD'), ('sizes', 'NNS'), ('dress', 'JJ'), ('try', 'IN'), ('hoping', 'VBG'), ('ultimately', 'RB'), ('wear', 'JJ'), ('event', 'NN'), ('one', 'CD'), ('00', 'CD'), ('petite', 'JJ'), ('one', 'CD'), ('00.', 'CD'), ('style', 'NN'), ('color', 'NN'), ('cut', 'NN'), ('perfect', 'VBP'), ('one', 'CD'), ('minor', 'NN'), ('downfall', 'NN'), ('however', 'RB'), ('zippers', 'VBZ'), ('dresses', 'NNS'), ('faulty', 'JJ'), ('broke', 'VBD'), ('spot', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('trying', 'VBG'), ('ca', 'MD'), (""n't"", 'RB'), ('get', 'VB'), ('either', 'RB'), ('even', 'RB'), ('budge', 'VBP'), ('either', 'DT'), ('need', 'NN'), ('take', 'VB'), ('back', 'RP'), ('get', 'VB'), ('fixed', 'VBN'), ('sad', 'JJ')]","['sizes dress', 'wear event', 'minor downfall', 'zippers faulty', 'broke spot first time', 'spot first']"
19118,1078,32,Literally unwearable.,"Literally unwearable. I purchased this in-store in a vivid red color, but didn't try it on until i got home. big mistake! literally the first time i tried to zip the dress, the cheap, horrible zipper noted in previous reviews just...broke. midway up, right under the waist tie. i was trapped in the dress for a good 15 minutes and was scared i'd have to rip or cut the fabric to get out of it; eventually i pulled the zipper apart to escape. can't wait to return this asap.",1,0,6,General Petite,Dresses,Dresses,473,"['literally', 'unwearable', 'purchased', 'store', 'vivid', 'red', 'color', 'try', 'got', 'home', 'big', 'mistake', 'literally', 'first', 'time', 'tried', 'zip', 'dress', 'cheap', 'horrible', 'zipper', 'noted', 'previous', 'reviews', 'broke', 'midway', 'right', 'waist', 'tie', 'trapped', 'dress', 'good', 'minutes', 'scared', 'rip', 'cut', 'fabric', 'get', 'eventually', 'pulled', 'zipper', 'apart', 'escape', 'wait', 'return', 'asap']",literally unwearable purchased store vivid red color try got home big mistake literally first time tried zip dress cheap horrible zipper noted previous reviews broke midway right waist tie trapped dress good minutes scared rip cut fabric get eventually pulled zipper apart escape wait return asap,-0.91,0.637,0.286,0.077,Negative,0,"[('literally', 'RB'), ('unwearable', 'JJ'), ('purchased', 'VBN'), ('in-store', 'NN'), ('vivid', 'NN'), ('red', 'VBD'), ('color', 'NN'), ('try', 'NN'), ('got', 'VBD'), ('home', 'RB'), ('big', 'JJ'), ('mistake', 'NN'), ('literally', 'RB'), ('first', 'JJ'), ('time', 'NN'), ('tried', 'VBN'), ('zip', 'NN'), ('dress', 'NN'), ('cheap', 'JJ'), ('horrible', 'JJ'), ('zipper', 'NN'), ('noted', 'VBD'), ('previous', 'JJ'), ('reviews', 'NNS'), ('...', ':'), ('broke', 'VBD'), ('midway', 'RB'), ('right', 'JJ'), ('waist', 'NN'), ('tie', 'NN'), ('trapped', 'VBD'), ('dress', 'RB'), ('good', 'JJ'), ('15', 'CD'), ('minutes', 'NNS'), ('scared', 'VBD'), (""'d"", 'MD'), ('rip', 'VB'), ('cut', 'VB'), ('fabric', 'JJ'), ('get', 'VB'), ('eventually', 'RB'), ('pulled', 'VBN'), ('zipper', 'JJR'), ('apart', 'RB'), ('escape', 'NN'), ('ca', 'MD'), (""n't"", 'RB'), ('wait', 'VB'), ('return', 'VB'), ('asap', 'NN')]","['literally unwearable', 'in-store vivid red', 'big mistake', 'first time', 'dress cheap', 'horrible zipper previous reviews', 'zipper previous', 'right waist tie', 'dress good', 'minutes i', 'zipper apart escape']"
19123,1078,46,Cute dress!,"Cute dress! I love the bright red color and also the texture of fabric. it's light, soft and crisp, which is perfect for summer days. the dress is definitely designed for people with a short torso. the waste line is a bit high for me, but overall it didn't feel weird or look funny. there is just something about this dress that made me very difficult to part with. once i tried it on, i had to bring it home with me!",5,1,3,General Petite,Dresses,Dresses,417,"['cute', 'dress', 'love', 'bright', 'red', 'color', 'also', 'texture', 'fabric', 'light', 'soft', 'crisp', 'perfect', 'summer', 'days', 'dress', 'definitely', 'designed', 'people', 'short', 'torso', 'waste', 'line', 'bit', 'high', 'overall', 'feel', 'weird', 'look', 'funny', 'something', 'dress', 'made', 'difficult', 'part', 'tried', 'bring', 'home']",cute dress love bright red color also texture fabric light soft crisp perfect summer days dress definitely designed people short torso waste line bit high overall feel weird look funny something dress made difficult part tried bring home,0.9246,0.523,0.126,0.35,Positive,1,"[('cute', 'NN'), ('dress', 'NN'), ('love', 'NN'), ('bright', 'VBD'), ('red', 'JJ'), ('color', 'NN'), ('also', 'RB'), ('texture', 'JJ'), ('fabric', 'JJ'), ('light', 'NN'), ('soft', 'JJ'), ('crisp', 'NN'), ('perfect', 'JJ'), ('summer', 'NN'), ('days', 'NNS'), ('dress', 'RBR'), ('definitely', 'RB'), ('designed', 'VBN'), ('people', 'NNS'), ('short', 'JJ'), ('torso', 'JJ'), ('waste', 'NN'), ('line', 'NN'), ('bit', 'NN'), ('high', 'JJ'), ('overall', 'JJ'), ('feel', 'NN'), ('weird', 'JJ'), ('look', 'NN'), ('funny', 'JJ'), ('something', 'NN'), ('dress', 'NN'), ('made', 'VBN'), ('difficult', 'JJ'), ('part', 'NN'), ('tried', 'VBD'), ('bring', 'NN'), ('home', 'NN')]","['love bright red', 'light soft', 'crisp perfect', 'people short', 'line bit high', 'overall feel weird look', 'feel weird', 'something dress made difficult part', 'dress made difficult']"
19127,1078,35,Cheaply made,"Cheaply made The cut and color of the dress is awesome. however, the biggest flaw is the zipper. i only got to wear this dress once until the zipper broke..sad day especially at the price. there also were a number of loose threads. i recommend waiting until it goes on sale. you'll want the extra money for a tailor to fix that zipper.",1,0,2,General Petite,Dresses,Dresses,335,"['cheaply', 'made', 'cut', 'color', 'dress', 'awesome', 'however', 'biggest', 'flaw', 'zipper', 'got', 'wear', 'dress', 'zipper', 'broke', 'sad', 'day', 'especially', 'price', 'also', 'number', 'loose', 'threads', 'recommend', 'waiting', 'goes', 'sale', 'want', 'extra', 'money', 'tailor', 'fix', 'zipper']",cheaply made cut color dress awesome however biggest flaw zipper got wear dress zipper broke sad day especially price also number loose threads recommend waiting goes sale want extra money tailor fix zipper,-0.2111,0.558,0.23,0.211,Negative,0,"[('cheaply', 'NN'), ('made', 'VBD'), ('cut', 'NN'), ('color', 'NN'), ('dress', 'NN'), ('awesome', 'JJ'), ('however', 'RB'), ('biggest', 'JJS'), ('flaw', 'NN'), ('zipper', 'NN'), ('got', 'VBD'), ('wear', 'JJ'), ('dress', 'JJ'), ('zipper', 'NN'), ('broke..sad', 'NN'), ('day', 'NN'), ('especially', 'RB'), ('price', 'NN'), ('also', 'RB'), ('number', 'NN'), ('loose', 'JJ'), ('threads', 'NNS'), ('recommend', 'VBP'), ('waiting', 'VBG'), ('goes', 'VBZ'), ('sale', 'NN'), ('want', 'VBP'), ('extra', 'JJ'), ('money', 'NN'), ('tailor', 'NN'), ('fix', 'NN'), ('zipper', 'NN')]","['biggest flaw zipper', 'wear dress zipper', 'number loose', 'extra money tailor']"
19144,1078,30,Horrible quality,"Horrible quality I love maeve dresses and have always gotten a lot of wear out of them while still looking great. this dress does not meet those standards. on the 2nd wear of this dress the zipper completely broke. i had to take it to a dry cleaner to get replaced at a pricey cost for a pricey dress, i'm dissapointed.",2,0,2,General,Dresses,Dresses,319,"['horrible', 'quality', 'love', 'maeve', 'dresses', 'always', 'gotten', 'lot', 'wear', 'still', 'looking', 'great', 'dress', 'meet', 'standards', 'wear', 'dress', 'zipper', 'completely', 'broke', 'take', 'dry', 'cleaner', 'get', 'replaced', 'pricey', 'cost', 'pricey', 'dress', 'dissapointed']",horrible quality love maeve dresses always gotten lot wear still looking great dress meet standards wear dress zipper completely broke take dry cleaner get replaced pricey cost pricey dress dissapointed,0.5279,0.601,0.159,0.24,Positive,1,"[('horrible', 'JJ'), ('quality', 'NN'), ('love', 'VBP'), ('maeve', 'NN'), ('dresses', 'NNS'), ('always', 'RB'), ('gotten', 'VBP'), ('lot', 'NN'), ('wear', 'NN'), ('still', 'RB'), ('looking', 'VBG'), ('great', 'JJ'), ('dress', 'JJ'), ('meet', 'NN'), ('standards', 'NNS'), ('2nd', 'CD'), ('wear', 'JJ'), ('dress', 'NN'), ('zipper', 'NN'), ('completely', 'RB'), ('broke', 'VBD'), ('take', 'VB'), ('dry', 'JJ'), ('cleaner', 'JJR'), ('get', 'NN'), ('replaced', 'VBN'), ('pricey', 'NN'), ('cost', 'NN'), ('pricey', 'NN'), ('dress', 'NN'), (""'m"", 'VBP'), ('dissapointed', 'VBN')]","['horrible quality', 'still looking great', 'wear dress zipper', 'dry cleaner get', 'dress i']"
19148,1078,31,Disappointed,"Disappointed I love maeve dresses but there are several issues with this one (for my taste). 1) the fabric and color closely resembles my medical scrubs, 2) the zipper is cheap and barely goes up or down, even when it's just on the hanger. 3) the bow is really cute but doesn't make up for the other shortcomings.",3,0,9,General,Dresses,Dresses,313,"['disappointed', 'love', 'maeve', 'dresses', 'several', 'issues', 'one', 'taste', 'fabric', 'color', 'closely', 'resembles', 'medical', 'scrubs', 'zipper', 'cheap', 'barely', 'goes', 'even', 'hanger', 'bow', 'really', 'cute', 'make', 'shortcomings']",disappointed love maeve dresses several issues one taste fabric color closely resembles medical scrubs zipper cheap barely goes even hanger bow really cute make shortcomings,0.659,0.675,0.095,0.23,Positive,1,"[('disappointed', 'VBN'), ('love', 'NN'), ('maeve', 'NN'), ('dresses', 'VBZ'), ('several', 'JJ'), ('issues', 'NNS'), ('one', 'CD'), ('taste', 'NN'), ('1', 'CD'), ('fabric', 'NN'), ('color', 'NN'), ('closely', 'RB'), ('resembles', 'VBZ'), ('medical', 'JJ'), ('scrubs', 'NNS'), ('2', 'CD'), ('zipper', 'NN'), ('cheap', 'NN'), ('barely', 'RB'), ('goes', 'VBZ'), ('even', 'RB'), ('hanger', 'JJR'), ('3', 'CD'), ('bow', 'NN'), ('really', 'RB'), ('cute', 'JJ'), ('make', 'VBP'), ('shortcomings', 'NNS')]","['love maeve several issues', 'maeve several', 'medical scrubs', 'even hanger', 'bow really cute']"
19159,1078,34,Terrible zipper!,Terrible zipper! This product has a terrible zipper that ultimately caused me to return the dress. it's pretty bad when it won't even zip up on the hanger. such a beautiful dress; it broke my heart!,1,0,0,General,Dresses,Dresses,198,"['terrible', 'zipper', 'product', 'terrible', 'zipper', 'ultimately', 'caused', 'return', 'dress', 'pretty', 'bad', 'even', 'zip', 'hanger', 'beautiful', 'dress', 'broke', 'heart']",terrible zipper product terrible zipper ultimately caused return dress pretty bad even zip hanger beautiful dress broke heart,-0.6597,0.38,0.396,0.225,Negative,0,"[('terrible', 'JJ'), ('zipper', 'JJR'), ('product', 'NN'), ('terrible', 'JJ'), ('zipper', 'NN'), ('ultimately', 'RB'), ('caused', 'VBD'), ('return', 'NN'), ('dress', 'NN'), ('pretty', 'RB'), ('bad', 'JJ'), ('even', 'RB'), ('zip', 'VBP'), ('hanger', 'JJR'), ('beautiful', 'JJ'), ('dress', 'NN'), ('broke', 'VBD'), ('heart', 'NN')]","['terrible zipper', 'product terrible', 'bad even zip', 'beautiful dress']"
19184,1078,29,Disappointed--will return,"Disappointed--will return I ordered this dress online in order to get a petite size and am very disappointed. as other reviewers have mentioned, the fabric overlay is very different in person than it appears in the online pictures. the dress is much more casual and looks cheaply made in person. 
as for sizing, i ordered the 2p based on other reviewers' comments about it running small. the 2p fit me fine, although it was very fitted in the chest and i am very small chested #32b#. i can definitely see that being an issue",3,0,1,General,Dresses,Dresses,525,"['disappointed', 'return', 'ordered', 'dress', 'online', 'order', 'get', 'petite', 'size', 'disappointed', 'reviewers', 'mentioned', 'fabric', 'overlay', 'different', 'person', 'appears', 'online', 'pictures', 'dress', 'much', 'casual', 'looks', 'cheaply', 'made', 'person', 'sizing', 'ordered', 'based', 'reviewers', 'comments', 'running', 'small', 'fit', 'fine', 'although', 'fitted', 'chest', 'small', 'chested', 'definitely', 'see', 'issue']",disappointed return ordered dress online order get petite size disappointed reviewers mentioned fabric overlay different person appears online pictures dress much casual looks cheaply made person sizing ordered based reviewers comments running small fit fine although fitted chest small chested definitely see issue,0.1531,0.712,0.119,0.169,Positive,1,"[('disappointed', 'JJ'), ('--', ':'), ('return', 'VB'), ('ordered', 'JJ'), ('dress', 'NN'), ('online', 'NN'), ('order', 'NN'), ('get', 'VBP'), ('petite', 'JJ'), ('size', 'NN'), ('disappointed', 'JJ'), ('reviewers', 'NNS'), ('mentioned', 'VBD'), ('fabric', 'JJ'), ('overlay', 'NN'), ('different', 'JJ'), ('person', 'NN'), ('appears', 'VBZ'), ('online', 'JJ'), ('pictures', 'NNS'), ('dress', 'RB'), ('much', 'JJ'), ('casual', 'JJ'), ('looks', 'VBZ'), ('cheaply', 'RB'), ('made', 'VBN'), ('person', 'NN'), ('sizing', 'VBG'), ('ordered', 'VBD'), ('2p', 'CD'), ('based', 'VBN'), ('reviewers', 'NNS'), ('comments', 'NNS'), ('running', 'VBG'), ('small', 'JJ'), ('2p', 'CD'), ('fit', 'JJ'), ('fine', 'JJ'), ('although', 'IN'), ('fitted', 'JJ'), ('chest', 'JJS'), ('small', 'JJ'), ('chested', 'VBD'), ('32b', 'CD'), ('definitely', 'RB'), ('see', 'JJ'), ('issue', 'NN')]","['ordered dress online', 'order get petite', 'different person online pictures', 'person online', 'dress much casual', 'comments running small', 'fit fine']"
19193,1078,41,Looooove!!,"Looooove!! I normally don't write reviews for clothing but this dress warrants an exception.

i am a little over six months pregnant and have a shotgun wedding at city hall in a couple of weeks. with a limited amount of time to plan, i bought a bunch of pregnant wedding dresses online and rented the runway, to arrive just before the actual ceremony. out of curiosity, i walked into retailer today to see if they had any white or ivory dresses that would look cute and city hall wedding-ish. they did! so i too",5,1,3,General,Dresses,Dresses,513,"['looooove', 'normally', 'write', 'reviews', 'clothing', 'dress', 'warrants', 'exception', 'little', 'six', 'months', 'pregnant', 'shotgun', 'wedding', 'city', 'hall', 'couple', 'weeks', 'limited', 'amount', 'time', 'plan', 'bought', 'bunch', 'pregnant', 'wedding', 'dresses', 'online', 'rented', 'runway', 'arrive', 'actual', 'ceremony', 'curiosity', 'walked', 'retailer', 'today', 'see', 'white', 'ivory', 'dresses', 'would', 'look', 'cute', 'city', 'hall', 'wedding', 'ish']",looooove normally write reviews clothing dress warrants exception little six months pregnant shotgun wedding city hall couple weeks limited amount time plan bought bunch pregnant wedding dresses online rented runway arrive actual ceremony curiosity walked retailer today see white ivory dresses would look cute city hall wedding ish,0.2732,0.904,0.037,0.059,Positive,1,"[('looooove', 'VB'), ('normally', 'RB'), ('write', 'JJ'), ('reviews', 'NNS'), ('clothing', 'VBG'), ('dress', 'NN'), ('warrants', 'NNS'), ('exception', 'VBP'), ('little', 'JJ'), ('six', 'CD'), ('months', 'NNS'), ('pregnant', 'JJ'), ('shotgun', 'JJ'), ('wedding', 'VBG'), ('city', 'NN'), ('hall', 'RB'), ('couple', 'JJ'), ('weeks', 'NNS'), ('limited', 'VBD'), ('amount', 'NN'), ('time', 'NN'), ('plan', 'NN'), ('bought', 'VBD'), ('bunch', 'JJ'), ('pregnant', 'JJ'), ('wedding', 'NN'), ('dresses', 'NNS'), ('online', 'VBP'), ('rented', 'VBN'), ('runway', 'RB'), ('arrive', 'JJ'), ('actual', 'JJ'), ('ceremony', 'NN'), ('curiosity', 'NN'), ('walked', 'VBD'), ('retailer', 'NN'), ('today', 'NN'), ('see', 'VBP'), ('white', 'JJ'), ('ivory', 'NN'), ('dresses', 'NNS'), ('would', 'MD'), ('look', 'VB'), ('cute', 'JJ'), ('city', 'NN'), ('hall', 'NN'), ('wedding-ish', 'JJ')]","['write reviews', 'months pregnant shotgun', 'city hall couple', 'limited amount time', 'bunch pregnant', 'runway arrive', 'actual ceremony', 'retailer today see white ivory', 'today see white', 'city hall wedding-ish']"
19194,1078,39,I liked it but didn't keep,"I liked it but didn't keep I love all of these dresses, ordered the ivory in 00p on accident, meant to order 0p. was too small, but 0p would have fit. it is flattering, the pattern of lace is great, but i didn't like the color as much in person. i think i would like the blue better.",4,1,1,General,Dresses,Dresses,283,"['liked', 'keep', 'love', 'dresses', 'ordered', 'ivory', 'accident', 'meant', 'order', 'small', 'would', 'fit', 'flattering', 'pattern', 'lace', 'great', 'like', 'color', 'much', 'person', 'think', 'would', 'like', 'blue', 'better']",liked keep love dresses ordered ivory accident meant order small would fit flattering pattern lace great like color much person think would like blue better,0.9623,0.373,0.072,0.555,Positive,1,"[('liked', 'JJ'), ('keep', 'VB'), ('love', 'NN'), ('dresses', 'NNS'), ('ordered', 'VBD'), ('ivory', 'JJ'), ('00p', 'CD'), ('accident', 'NN'), ('meant', 'VBD'), ('order', 'NN'), ('0p', 'CD'), ('small', 'JJ'), ('0p', 'CD'), ('would', 'MD'), ('fit', 'VB'), ('flattering', 'VBG'), ('pattern', 'JJ'), ('lace', 'NN'), ('great', 'JJ'), ('like', 'IN'), ('color', 'NN'), ('much', 'JJ'), ('person', 'NN'), ('think', 'VBP'), ('would', 'MD'), ('like', 'VB'), ('blue', 'NN'), ('better', 'RBR')]","['liked love', 'accident meant', 'flattering pattern', 'lace great', 'color much']"
